Document_No,Company_Code,Account,Amount,Doc_Type,Posting_Key,User_ID
101229,1000,500000,5528735.509724086,SA,31,U003
101230,3000,400000,5165577.076052794,KR,50,U001
101231,3000,500000,5199728.942807393,KR,50,U003
101232,1000,500000,5230527.747171932,KR,50,U002
101233,2000,500000,5396273.189465962,SA,50,U002
101234,3000,500000,4348714.007127352,SA,40,U002
101235,2000,400001,4780076.583275044,SA,31,U001
101236,2000,500000,5247450.666413072,SA,31,U003
101237,3000,400000,5130789.778000157,SA,50,U002
101238,2000,400001,4631036.3171102125,KR,40,U002
101239,3000,400001,5333280.731808884,SA,50,U001
101240,2000,500000,4383086.914754225,KR,31,U001
101241,3000,400001,4021595.064850984,SA,31,U002
101242,1000,500000,5235988.614311315,KR,40,U003
101243,3000,400000,4041206.609983394,SA,31,U003
101244,3000,500000,5224099.2019357085,KR,40,U003
101245,3000,400001,3436255.2035209974,SA,50,U002
101246,3000,400000,4420009.728674561,KR,50,U001
101247,2000,500000,4737938.469560708,KR,40,U003
101248,1000,400000,3714691.860305872,KR,50,U002
101249,3000,400000,4701862.181701462,KR,40,U002
101250,2000,400001,5948015.710361929,KR,50,U001
101251,1000,400000,3983753.0184931555,KR,50,U003
101252,1000,400001,4723701.403582919,SA,31,U002
101253,1000,400000,6362115.73549776,SA,31,U003
101254,1000,500000,4150511.3095913855,KR,40,U003
101255,3000,400000,6117778.681387098,KR,50,U003
101256,3000,500000,4776795.77596323,KR,50,U002
101257,2000,500000,5081529.668706332,KR,50,U003
101258,2000,400000,6033185.7851275075,KR,31,U001
101259,2000,500000,4611921.648559185,KR,40,U002
101260,1000,400000,44038564.309782304,KR,40,U002
101261,1000,400000,5707677.68538047,SA,40,U003
101262,3000,500000,4479348.794206346,KR,50,U003
101263,1000,500000,4390855.866320964,KR,40,U003
101264,1000,400001,4817117.523480827,SA,31,U002
101265,1000,500000,4842147.727071009,SA,31,U001
101266,2000,400001,4136841.616727049,KR,40,U001
101267,2000,500000,4486719.601065575,SA,50,U002
101268,3000,400000,2226476.6745022736,SA,31,U001
101269,1000,500000,4732581.853364475,SA,31,U003
101270,1000,400000,5715515.344241054,KR,50,U002
101271,3000,400000,3666648.6921803607,KR,50,U001
101272,1000,400000,4629484.3747651735,SA,40,U002
101273,1000,400001,55630929.97019662,KR,31,U001
101274,2000,500000,4981951.966933173,KR,31,U002
101275,3000,400000,6085435.494246377,KR,40,U001
101276,3000,400000,4190467.742647042,SA,40,U002
101277,3000,400001,5359054.72461778,SA,31,U002
101278,3000,500000,4054225.4159666495,SA,31,U002
101279,2000,500000,5320851.691955428,SA,50,U002
101280,2000,400001,5673798.587807827,KR,50,U002
101281,1000,400001,5483980.676423741,KR,31,U003
101282,1000,500000,4724050.139414785,KR,31,U002
101283,1000,400001,5219946.852814313,SA,50,U002
101284,1000,500000,5227593.548327596,SA,40,U002
101285,2000,500000,44262333.79491298,KR,40,U001
101286,3000,400000,4900986.441434731,SA,31,U002
101287,2000,400000,5744911.040188188,SA,31,U003
101288,1000,500000,6147684.319436846,KR,50,U002
101289,2000,500000,4745706.042636,SA,31,U001
101290,3000,500000,5037151.782353568,SA,40,U001
101291,3000,500000,4276148.17295063,KR,50,U002
101292,2000,500000,5272205.859059414,SA,50,U002
101293,2000,500000,5277310.182224635,KR,40,U002
101294,2000,400001,5046389.108026962,KR,40,U002
101295,1000,500000,5106719.723441016,SA,50,U001
101296,2000,400001,6537461.11125935,KR,31,U002
101297,2000,400001,21524974.05399375,SA,40,U001
101298,2000,500000,4602674.497632423,SA,50,U001
101299,3000,500000,4725021.057526336,SA,31,U003
101300,3000,400001,6165530.090363441,SA,31,U001
101301,1000,400001,43041848.37963892,SA,50,U002
101302,1000,500000,5399748.668910525,SA,40,U002
101303,3000,500000,6007884.9527225,SA,31,U002
101304,3000,400001,4856034.638557375,SA,40,U002
101305,3000,400001,5521861.228662586,SA,50,U003
101306,2000,400001,4575387.289477315,KR,40,U003
101307,2000,400000,33258839.51458904,KR,31,U003
101308,3000,400001,6435333.58984239,SA,50,U003
101309,2000,400000,42361803.070490435,SA,31,U001
101310,2000,500000,5515730.075899682,SA,31,U003
101311,1000,500000,4135860.2521877326,KR,50,U001
101312,3000,400001,5408282.116689511,KR,50,U002
101313,3000,500000,6422586.197497471,SA,40,U001
101314,2000,500000,4778039.945292484,SA,50,U001
101315,3000,500000,3995360.447057117,SA,40,U003
101316,1000,500000,5147180.954923289,KR,50,U002
101317,1000,400000,4171282.475831764,SA,31,U002
101318,1000,400000,3753761.042823182,KR,40,U003
101319,3000,400001,35297499.55365898,KR,50,U001
101320,3000,400001,4605921.764179198,SA,40,U003
101321,3000,400001,4210200.164359233,KR,40,U001
101322,3000,500000,6061173.4257108485,SA,40,U003
101323,3000,500000,6511688.003711579,KR,31,U003
101324,1000,400000,5494470.412965946,KR,50,U002
101325,2000,400000,5307356.393682448,SA,50,U002
101326,1000,400001,4886361.509831111,SA,40,U002
101327,3000,400000,4282933.748709549,KR,50,U003
101328,1000,400000,6282328.184858908,KR,31,U002
101329,3000,400000,4949717.202327725,KR,40,U002
101330,3000,400000,4629931.6223468,SA,31,U003
101331,1000,400000,5811805.299202562,SA,31,U002
101332,3000,400001,4941132.648095669,SA,50,U001
101333,2000,400001,5781835.394473183,SA,50,U002
101334,3000,400000,4672201.034771565,KR,40,U001
101335,2000,400001,5814109.540362938,KR,31,U002
101336,2000,500000,5783813.773553091,KR,50,U003
101337,3000,400000,6059862.737592074,KR,40,U003
101338,1000,500000,4432460.128325205,KR,40,U002
101339,2000,400001,4933568.450896808,SA,50,U001
101340,1000,400001,6558216.063148999,SA,31,U002
101341,2000,500000,4802870.336716439,KR,40,U003
101342,3000,400001,5648820.638425982,KR,50,U002
101343,3000,400000,6832452.014097538,KR,40,U003
101344,2000,500000,3520767.0433060303,KR,50,U001
101345,3000,400000,4776355.48962274,KR,40,U001
101346,2000,500000,5001496.147113501,KR,31,U003
101347,3000,400001,3560897.0725808833,KR,40,U001
101348,1000,500000,4635223.0256155655,KR,50,U003
101349,3000,500000,33783159.826853976,SA,50,U003
101350,1000,400000,5686148.374680676,KR,50,U003
101351,3000,400001,3613882.1158979214,KR,31,U002
101352,1000,400000,6511458.097584438,SA,50,U001
101353,3000,400001,5551917.930606356,SA,50,U002
101354,1000,400000,4156942.7358183693,KR,31,U002
101355,2000,500000,5821135.563897582,SA,50,U001
101356,2000,400000,5477583.738814008,SA,50,U002
101357,1000,400001,4968985.900167461,KR,31,U003
101358,3000,400001,4422834.493939307,SA,40,U002
101359,1000,500000,5438130.625605987,KR,50,U003
101360,3000,400001,5098336.292598343,KR,40,U001
101361,2000,400000,4448607.590187852,KR,31,U002
101362,3000,500000,3925395.9247230617,SA,50,U001
101363,2000,400001,4319528.783330293,SA,50,U003
101364,3000,400001,4597361.71549022,KR,31,U002
101365,3000,400000,5929989.827353179,KR,50,U003
101366,3000,400000,5688607.159805793,SA,40,U003
101367,1000,500000,4639945.97254874,KR,40,U003
101368,1000,400001,4671044.832246086,SA,31,U001
101369,2000,400000,5793081.82364136,SA,50,U001
101370,2000,500000,5213877.39954021,SA,50,U001
101371,1000,400001,5202731.80789944,SA,31,U002
101372,2000,400001,4437299.6756045455,SA,40,U003
101373,1000,500000,4901264.914361483,SA,40,U001
101374,3000,500000,5003409.33377527,KR,31,U003
101375,2000,400000,4927046.602421031,KR,50,U001
101376,2000,400001,5587254.32948469,SA,40,U003
101377,1000,400001,5612283.07153284,SA,50,U001
101378,2000,400001,4264833.7322403705,KR,40,U001
101379,2000,500000,4599828.387399298,KR,50,U001
101380,3000,400000,4450101.173423763,KR,40,U001
101381,2000,400001,6110820.612888171,KR,50,U003
101382,3000,500000,6802792.423812672,KR,31,U001
101383,1000,400001,4629102.899890471,KR,40,U001
101384,2000,400000,4866323.803554494,KR,31,U001
101385,3000,400001,5673851.864957865,KR,40,U003
101386,1000,400000,4434231.136616222,SA,40,U001
101387,2000,400000,5691926.662065981,KR,40,U003
101388,1000,400001,4983304.589550231,SA,50,U002
101389,2000,400001,3605008.2376400298,KR,40,U003
101390,1000,400000,3959653.1357026445,KR,31,U002
101391,1000,500000,37837733.96959493,KR,50,U001
101392,3000,400000,5978358.843832676,KR,50,U001
101393,1000,400001,4285972.321288818,KR,40,U003
101394,2000,400001,4572719.518953628,SA,50,U001
101395,2000,500000,5168899.381426078,KR,40,U001
101396,3000,400000,3664988.035151194,SA,31,U003
101397,2000,400000,5238842.624846118,SA,50,U001
101398,2000,400000,3765007.9311207184,KR,50,U002
101399,2000,400001,5453747.367569429,SA,31,U002
101400,1000,400000,4352977.534210084,KR,31,U001
101401,1000,500000,4246360.687828148,KR,40,U001
101402,2000,400001,5218237.299625435,KR,50,U002
101403,3000,400001,5635192.407600853,SA,31,U001
101404,1000,400000,5301007.8848457495,KR,50,U002
101405,3000,500000,5166114.799880285,SA,31,U003
101406,2000,400001,5177441.767533785,KR,50,U002
101407,2000,400001,5305857.510209329,KR,31,U001
101408,1000,400000,5358428.956838803,SA,50,U001
101409,2000,400000,4684575.159946438,SA,40,U002
101410,1000,500000,5523602.359024592,SA,50,U002
101411,2000,400000,4361447.81985504,SA,40,U001
101412,2000,500000,5873114.6108971,SA,40,U001
101413,1000,400001,5625954.919030786,SA,40,U001
101414,1000,500000,53957766.42934213,KR,50,U003
101415,1000,500000,5411078.761044456,SA,50,U003
101416,2000,500000,5727279.749238072,KR,40,U002
101417,2000,400001,3751569.369589917,KR,31,U002
101418,3000,400000,5753357.393844578,KR,50,U003
101419,1000,400001,47529318.54313129,KR,50,U003
101420,2000,400000,6203777.034710761,KR,50,U002
101421,2000,500000,5096373.081873199,SA,50,U003
101422,1000,500000,4726485.299113592,KR,40,U002
101423,3000,500000,4128388.1797787035,KR,31,U001
101424,1000,500000,4201571.230506369,KR,31,U002
101425,3000,500000,4979514.660355427,SA,31,U003
101426,2000,400000,28790796.817895476,SA,31,U003
101427,3000,400000,4385425.113534961,SA,40,U003
101428,2000,500000,40572941.12486817,SA,50,U002
101429,1000,400001,5053762.762168169,KR,50,U003
101430,1000,400001,4224484.997303336,SA,40,U002
101431,1000,500000,4012909.3516330905,KR,50,U001
101432,3000,400000,4132390.0348911867,SA,40,U001
101433,2000,400001,4823318.272956104,SA,31,U003
101434,1000,400001,6703837.714466612,SA,40,U002
101435,1000,400001,5848271.268853817,SA,50,U002
101436,2000,500000,5171355.523107393,KR,50,U003
101437,1000,400001,5443112.612274962,SA,50,U002
101438,2000,400001,5812691.899104113,KR,31,U003
101439,2000,400001,5540494.920743193,KR,40,U003
101440,2000,400001,4753432.021258194,KR,40,U001
101441,2000,400000,4323529.434742769,KR,50,U003
101442,2000,500000,4899780.66341957,KR,40,U002
101443,3000,500000,5803393.333529537,KR,50,U003
101444,1000,400000,4783687.059644607,KR,40,U001
101445,3000,400000,4116259.4966898803,SA,31,U001
101446,1000,500000,3621241.605780542,KR,31,U002
101447,3000,400001,4903175.3906574305,SA,40,U003
101448,2000,400001,4179486.2059697267,SA,31,U002
101449,1000,500000,4650787.290898986,KR,31,U002
101450,1000,400001,6164986.023082657,KR,31,U003
101451,3000,400000,4956920.231002448,SA,50,U001
101452,3000,400001,4399631.380200978,SA,40,U002
101453,1000,400001,5247001.024793495,KR,40,U002
101454,3000,400001,6536763.7336642,KR,50,U001
101455,3000,500000,4903443.001274379,SA,50,U003
101456,3000,400000,3115578.957878423,SA,31,U003
101457,2000,400001,5520061.261220784,KR,40,U003
101458,2000,500000,42217152.38993175,SA,50,U001
101459,3000,400001,5072097.884396581,SA,31,U002
101460,3000,400000,4824658.193071226,KR,40,U001
101461,2000,400001,4354182.260092175,SA,31,U002
101462,2000,400000,6211979.379147085,KR,40,U002
101463,1000,400001,3529352.532232762,KR,31,U003
101464,1000,400000,4752831.135350608,KR,40,U003
101465,2000,400001,4734127.862731301,SA,40,U003
101466,3000,400000,5682753.441917755,KR,40,U001
101467,3000,400001,5988528.516306995,SA,40,U003
101468,3000,400001,4818612.9519780055,KR,31,U001
101469,3000,500000,5154372.681814949,KR,50,U003
101470,1000,500000,5222389.451581791,SA,40,U003
101471,2000,400000,5842660.991527667,SA,40,U003
101472,3000,400001,5826184.357890452,SA,40,U001
101473,1000,400000,4569269.164400855,KR,40,U002
101474,3000,500000,5350321.121149048,SA,31,U001
101475,2000,400000,5306601.433978291,KR,50,U001
101476,1000,400000,4907272.042520105,SA,50,U001
101477,2000,500000,5299025.387225728,KR,50,U002
101478,2000,400001,5016150.20950098,KR,31,U001
101479,1000,400000,5126312.479291589,KR,50,U003
101480,1000,500000,3915194.950630001,KR,31,U002
101481,1000,400001,4265630.902345097,SA,31,U001
101482,1000,500000,5654204.407658553,SA,40,U001
101483,1000,400000,32252237.588357642,KR,31,U002
101484,1000,400001,5376087.367356555,KR,50,U001
101485,1000,400001,4934859.215179639,SA,50,U002
101486,3000,500000,5824523.783463865,SA,50,U003
101487,2000,500000,5519040.433677348,SA,40,U001
101488,1000,500000,4637376.663634532,SA,40,U001
101489,3000,400001,4821401.32170276,SA,40,U003
101490,3000,400001,3411569.7483519316,SA,31,U001
101491,3000,400000,4895681.507845817,KR,50,U001
101492,2000,400001,3983881.0059166476,SA,31,U002
101493,1000,400000,4825034.913593155,SA,31,U001
101494,3000,500000,4489665.412835305,KR,50,U003
101495,2000,500000,4298696.638488416,SA,40,U001
101496,2000,400001,5950179.609696171,SA,50,U002
101497,2000,500000,3979031.282394357,SA,31,U003
101498,3000,500000,4229547.909270524,KR,31,U003
101499,1000,400001,4441431.165287936,SA,40,U003
101500,3000,400000,4615105.552903527,KR,31,U003
101501,3000,400001,4298577.190822764,SA,31,U002
101502,1000,400000,37701449.64923973,KR,50,U002
101503,1000,400001,5241723.453455091,SA,40,U002
101504,1000,400001,5535887.006423173,SA,50,U002
101505,2000,500000,5497046.365928202,SA,50,U001
101506,1000,400001,3473437.9373351485,KR,50,U002
101507,3000,400001,5304156.7148091495,SA,31,U001
101508,1000,400000,5353518.794170502,SA,31,U003
101509,3000,500000,4470080.685031059,KR,40,U001
101510,2000,400000,6334147.365045711,KR,31,U001
101511,3000,400000,5870132.985451669,KR,40,U001
101512,3000,500000,4853580.493487164,SA,50,U002
101513,1000,500000,4523225.355785414,KR,50,U002
101514,1000,500000,6321155.5687543675,SA,31,U003
101515,3000,400001,4984789.009712436,KR,31,U002
101516,1000,500000,5068029.646128326,KR,40,U001
101517,2000,500000,5057965.277700679,SA,31,U002
101518,2000,500000,6842483.5769727845,SA,31,U002
101519,1000,400000,4826787.788714369,SA,31,U001
101520,2000,400000,4981086.418560946,SA,50,U003
101521,1000,400001,4335149.869600913,KR,31,U002
101522,3000,400000,4688400.446189089,KR,31,U003
101523,3000,400001,4174886.2445708015,KR,50,U001
101524,2000,400000,4351413.397573503,SA,50,U002
101525,1000,500000,3552038.6737538157,SA,50,U003
101526,1000,400000,5705219.656783015,KR,50,U003
101527,2000,400001,5125397.07006873,KR,31,U001
101528,3000,400000,5191287.4338246565,SA,31,U002
101529,2000,500000,4958049.354773705,KR,31,U003
101530,3000,400001,5057412.814013874,KR,40,U003
101531,1000,500000,6295311.257000349,KR,50,U003
101532,3000,500000,4384981.766532208,SA,31,U003
101533,2000,400001,5222685.438623346,KR,31,U003
101534,1000,500000,5218392.914260007,SA,31,U003
101535,2000,500000,5913591.382716606,KR,50,U003
101536,2000,400000,42807390.800344005,SA,50,U003
101537,3000,500000,5391135.075861881,KR,50,U003
101538,2000,500000,3993384.343568115,KR,31,U003
101539,3000,500000,4352878.118636015,KR,50,U002
101540,1000,500000,4066489.2767491257,SA,31,U001
101541,3000,400001,3019302.5620095558,KR,40,U001
101542,1000,400000,5317759.46888611,KR,50,U001
101543,3000,500000,4790696.92807359,SA,50,U003
101544,2000,500000,42554058.80691003,SA,31,U001
101545,3000,400001,5028391.424428401,KR,50,U003
101546,3000,500000,5192349.0521628875,KR,50,U002
101547,1000,400001,6070492.329417362,KR,31,U001
101548,2000,400000,5005836.071420763,KR,31,U002
101549,3000,400000,5535191.374483061,KR,31,U002
101550,2000,500000,4758205.051172739,SA,40,U003
101551,3000,500000,5659830.496009807,KR,31,U001
101552,3000,500000,4008289.8762241756,SA,50,U002
101553,2000,400001,3529955.0388000375,SA,40,U001
101554,3000,500000,6685328.377331549,KR,31,U002
101555,2000,500000,6469043.321850595,SA,40,U002
101556,3000,400000,3443588.402842897,KR,40,U003
101557,1000,500000,4971109.339218978,SA,50,U001
101558,2000,400000,5119933.074462914,SA,40,U003
101559,3000,500000,5578377.265574711,KR,31,U003
101560,3000,400000,6391367.117240987,KR,40,U003
101561,1000,500000,4150871.7983847056,SA,40,U003
101562,2000,400000,4193854.5395876416,KR,50,U003
101563,3000,400001,4999063.059047028,KR,50,U002
101564,1000,400000,4229137.572891623,SA,31,U001
101565,3000,400000,2828690.5771916215,SA,50,U001
101566,2000,400000,4818207.948180088,SA,31,U003
101567,3000,500000,5686035.125725352,KR,31,U001
101568,3000,500000,4983626.091569078,KR,50,U002
101569,3000,500000,5499236.207319842,KR,40,U003
101570,3000,400001,5384804.963163402,SA,50,U002
101571,1000,400001,4178411.4996864256,KR,40,U002
101572,1000,400000,5054417.235503244,SA,40,U003
101573,2000,400001,3779871.4807687923,SA,31,U002
101574,1000,400000,4590471.470811836,SA,31,U003
101575,1000,400000,5040362.547561546,SA,50,U002
101576,2000,400000,39992622.93575633,SA,40,U001
101577,1000,400001,3967252.0985515434,SA,50,U001
101578,1000,500000,4128803.6110355575,SA,31,U001
101579,2000,400001,5232767.703726317,KR,40,U003
101580,2000,400000,5661914.748242641,SA,50,U002
101581,2000,400000,4834426.0052080825,KR,50,U002
101582,3000,400001,4794378.656597423,KR,31,U001
101583,3000,400000,5745020.800002337,KR,31,U001
101584,2000,400000,4382347.108778189,KR,31,U003
101585,2000,400001,6381623.652883293,KR,31,U003
101586,2000,400001,3923781.836280201,SA,50,U002
101587,3000,400001,5838797.065191035,KR,31,U003
101588,3000,400000,5431334.275322446,KR,31,U003
101589,1000,400000,6928096.417916154,KR,50,U003
101590,1000,500000,4103064.5436943136,SA,50,U001
101591,2000,500000,3132781.7131192232,KR,40,U001
101592,3000,400001,47996456.750690505,KR,50,U002
101593,3000,500000,3822933.1941441726,KR,40,U003
101594,3000,400000,43940969.549683765,KR,31,U001
101595,2000,500000,5945720.864501806,SA,40,U003
101596,1000,400000,5303808.6117742015,KR,40,U002
101597,2000,400001,5185744.709201755,SA,31,U003
101598,1000,400001,5320752.027845556,SA,31,U002
101599,1000,400000,5669937.514697076,KR,31,U002
101600,2000,500000,5469654.787810414,KR,40,U001
101601,1000,400001,32213863.636536606,SA,50,U003
101602,1000,400001,6459999.777479347,KR,50,U001
101603,3000,500000,5040886.427901521,KR,50,U003
101604,1000,500000,5414673.269183604,KR,31,U003
101605,2000,400000,5568791.21402149,SA,31,U002
101606,2000,500000,5924742.241505029,SA,50,U002
101607,1000,500000,5841685.457979709,KR,31,U003
101608,3000,500000,5105389.461157993,KR,40,U001
101609,3000,400000,5053973.187667833,SA,40,U002
101610,1000,400000,5326888.7863751175,SA,31,U002
101611,1000,400001,47040390.438102186,SA,50,U003
101612,2000,400000,4109902.6521336925,SA,50,U003
101613,1000,400001,5515276.337793568,SA,40,U002
101614,3000,500000,4290941.916003201,SA,31,U001
101615,1000,400001,6480970.820001177,SA,50,U002
101616,2000,400001,5293851.334387582,KR,50,U003
101617,2000,500000,4667177.940279306,SA,31,U002
101618,2000,400001,5342973.281335116,SA,31,U003
101619,2000,400000,5007361.326149163,KR,50,U002
101620,2000,400000,4871850.430134058,KR,31,U003
101621,1000,400000,3552619.794873799,KR,31,U003
101622,1000,400000,4180645.597457828,SA,31,U001
101623,1000,400001,4887637.520413988,SA,50,U003
101624,1000,400001,3649316.688255678,KR,40,U002
101625,2000,500000,4530258.962113904,KR,31,U003
101626,3000,400001,4600100.18977038,KR,50,U002
101627,1000,400001,4376445.898609655,SA,40,U001
101628,3000,400001,5617883.850931712,KR,50,U002
101629,1000,500000,4295864.545121489,SA,50,U001
101630,1000,400000,5070727.049661251,SA,50,U001
101631,3000,400001,4717468.83280754,SA,40,U003
101632,2000,500000,4904962.189494292,SA,50,U001
101633,1000,500000,6285120.602120905,KR,40,U002
101634,1000,500000,5143749.08146654,KR,31,U001
101635,1000,400000,5298426.313221031,KR,40,U001
101636,3000,400001,4387666.330229546,SA,50,U003
101637,2000,500000,5500919.74183651,KR,40,U002
101638,3000,400000,5467175.9254782675,SA,50,U001
101639,3000,500000,5390086.933630969,SA,31,U003
101640,2000,500000,4032658.5456938786,SA,40,U003
101641,3000,500000,4531802.225625525,KR,31,U002
101642,2000,500000,6146864.050854633,SA,40,U003
101643,1000,500000,4449804.427450185,SA,50,U001
101644,2000,400000,6255990.420603705,KR,40,U003
101645,1000,400001,4562882.738359675,KR,31,U002
101646,3000,400001,5118572.923242258,KR,40,U002
101647,3000,400001,4850264.612594029,SA,31,U003
101648,1000,400001,4324155.7742546685,SA,31,U001
101649,3000,400000,4335672.816344253,KR,50,U003
101650,2000,400000,4436605.594808212,SA,40,U002
101651,1000,400000,5118451.42515966,SA,31,U003
101652,3000,500000,5712334.019196216,KR,50,U003
101653,1000,500000,5066525.322171196,KR,50,U001
101654,2000,500000,4973297.410763561,KR,50,U003
101655,2000,400001,5968302.444273837,KR,31,U001
101656,3000,500000,5033070.54157305,KR,40,U003
101657,2000,400001,4565709.115910922,KR,31,U003
101658,1000,500000,4201807.13709056,KR,50,U001
101659,2000,400001,6016357.8269268945,KR,31,U001
101660,1000,500000,4736481.991870157,SA,31,U002
101661,1000,500000,4537140.964500905,SA,50,U001
101662,2000,400000,4467965.421141819,SA,40,U003
101663,3000,500000,5971352.444390182,SA,50,U002
101664,2000,500000,4541620.80538542,SA,50,U001
101665,1000,400000,5792370.206140075,SA,31,U001
101666,1000,400001,4815673.671672424,SA,50,U002
101667,2000,400000,4033295.7351784613,SA,31,U003
101668,3000,400000,4734006.644944079,SA,50,U003
101669,3000,400001,4973765.492441648,SA,50,U002
101670,1000,500000,4907863.36578292,SA,40,U003
101671,1000,400001,4888013.037699092,KR,50,U001
101672,3000,500000,4742444.045462545,SA,40,U003
101673,2000,500000,4371992.032237897,KR,50,U001
101674,1000,400001,5008590.051019355,SA,50,U003
101675,1000,400000,5432758.736582341,KR,50,U001
101676,3000,400001,3829923.39152023,SA,40,U002
101677,2000,500000,6039249.774441766,KR,31,U001
101678,3000,400001,2042702.4754485297,SA,40,U003
101679,2000,400001,5060198.859813079,KR,50,U001
101680,2000,500000,5372869.5483787395,SA,31,U003
101681,2000,400000,4517317.7520839805,KR,50,U003
101682,1000,400001,26394657.465788282,SA,40,U001
101683,3000,500000,4922620.719926362,KR,40,U003
101684,3000,500000,5135756.739682747,KR,31,U002
101685,2000,400001,32648200.098712325,KR,40,U003
101686,1000,400000,4335893.271535632,KR,50,U002
101687,1000,400001,5770169.676851027,KR,31,U002
101688,3000,400000,5094145.407761421,KR,50,U003
101689,1000,400000,3793058.4085898874,KR,31,U002
101690,1000,400000,5359863.934204105,KR,31,U002
101691,2000,400000,34044679.475338444,SA,50,U001
101692,1000,400001,4380190.053738682,SA,40,U002
101693,2000,500000,5158125.914144638,SA,50,U002
101694,3000,500000,40668736.17676246,KR,40,U002
101695,1000,500000,4677914.767072935,KR,40,U002
101696,3000,500000,4596632.500334517,SA,50,U002
101697,3000,500000,4799360.769020044,SA,31,U003
101698,1000,500000,4375525.205541894,KR,50,U002
101699,1000,400001,5871209.801422033,KR,31,U003
101700,3000,400000,3744645.040793227,SA,40,U003
101701,1000,500000,4807297.12434134,KR,31,U003
101702,2000,400001,3832475.941297161,SA,50,U001
101703,2000,500000,5748801.397822818,KR,31,U001
101704,1000,500000,4806151.73281042,SA,40,U003
101705,3000,400000,4154665.12569511,SA,40,U001
101706,1000,400000,5548038.101009348,KR,31,U002
101707,1000,400000,3166455.458608848,SA,40,U003
101708,3000,500000,41797657.76088952,KR,40,U003
101709,3000,500000,5921031.350830197,KR,31,U003
101710,2000,500000,5143634.846290223,KR,40,U001
101711,3000,400000,4594791.642572734,KR,31,U001
101712,2000,400001,4006254.430552502,KR,31,U001
101713,3000,500000,5866011.708338006,SA,40,U002
101714,1000,500000,5741937.486113841,KR,31,U001
101715,2000,500000,4483710.535287183,KR,40,U003
101716,2000,400001,4505089.989112378,SA,40,U001
101717,2000,500000,5949413.680181321,KR,40,U001
101718,1000,400001,5425290.517430835,SA,50,U001
101719,1000,500000,3570732.5282314033,KR,40,U001
101720,1000,400001,4843438.076237606,SA,31,U003
101721,1000,500000,4813954.841777735,KR,31,U001
101722,1000,400000,41584860.62482947,KR,31,U003
101723,2000,400000,5004836.812748244,KR,50,U001
101724,1000,400000,4589831.070582225,KR,50,U002
101725,2000,400000,5142687.721887902,KR,31,U002
101726,1000,500000,4641777.869722624,SA,31,U003
101727,3000,400000,7731349.620784047,SA,50,U003
101728,2000,400001,5098182.320810829,KR,31,U002
101729,3000,400000,4988240.424696798,SA,40,U002
101730,2000,400000,6474246.04664925,KR,40,U001
101731,3000,400000,3908525.285244557,KR,31,U002
101732,1000,500000,4912021.700733215,KR,40,U003
101733,1000,400000,4240317.530396582,SA,31,U003
101734,1000,400001,5508008.045208071,KR,50,U002
101735,2000,400000,4604520.414257494,SA,31,U003
101736,3000,400000,5464074.988159798,KR,50,U001
101737,1000,400000,5406440.798747634,KR,40,U001
101738,3000,400001,5624297.809592059,SA,40,U002
101739,3000,400000,5419615.034017565,KR,40,U003
101740,1000,400001,4820768.484915987,SA,31,U002
101741,1000,400001,3881877.834584811,KR,50,U003
101742,3000,400000,5807267.952810611,KR,50,U003
101743,1000,400001,6127221.939732125,KR,40,U003
101744,1000,500000,4249705.350966716,SA,40,U001
101745,1000,400000,5588701.88929015,KR,50,U003
101746,2000,400000,4063709.8019315307,SA,31,U001
101747,3000,400001,5162745.739809518,KR,40,U003
101748,3000,400001,5327536.388966665,KR,31,U002
101749,2000,400000,4659024.18095626,SA,40,U001
101750,3000,500000,5076057.149514461,KR,40,U001
101751,1000,400001,5678562.537197772,KR,31,U001
101752,3000,400001,4912466.795799191,SA,31,U002
101753,1000,500000,4459889.996351842,SA,31,U001
101754,2000,500000,4020976.629782129,SA,31,U002
101755,1000,400000,4687388.506996472,KR,50,U003
101756,3000,500000,4060222.735032729,SA,50,U003
101757,3000,400000,4698092.782688448,SA,40,U002
101758,3000,500000,4627806.029256329,KR,40,U001
101759,2000,400001,5643283.975970017,SA,40,U001
101760,2000,400000,5058780.012968249,SA,50,U002
101761,3000,400000,7037807.751773753,KR,31,U003
101762,1000,400000,3389128.6107938923,SA,40,U002
101763,2000,500000,5250697.1453750245,KR,50,U001
101764,3000,400001,4638754.971600391,SA,40,U001
101765,3000,400000,4235167.503612443,SA,50,U001
101766,2000,400000,4976184.404339064,KR,31,U001
101767,2000,400000,4916306.4541112315,SA,50,U003
101768,2000,400000,5862250.253876826,KR,31,U003
101769,1000,400001,5073006.757442402,SA,40,U003
101770,1000,500000,4445758.729824985,SA,31,U001
101771,3000,400001,5267368.450960256,KR,50,U001
101772,2000,400000,4816278.749030786,KR,40,U001
101773,1000,400001,4099617.1639034348,SA,40,U002
101774,2000,400000,4801163.704389779,SA,50,U001
101775,3000,500000,5184753.661925351,SA,31,U003
101776,1000,500000,5057825.944185717,KR,50,U003
101777,1000,500000,5264250.443705506,KR,31,U003
101778,1000,400000,4578811.832794247,SA,31,U002
101779,3000,400001,5254089.569147155,SA,40,U003
101780,2000,500000,40768741.20203146,SA,31,U002
101781,1000,400000,5102583.507018834,KR,40,U002
101782,3000,400000,5025885.242261349,SA,50,U002
101783,2000,400001,6740874.568188772,KR,50,U001
